1;[1, 2];[1 , 14];*
2;[1, 2];[1 , 14];*
3;[3, 4];[1 , 14];*
4;[3, 4];[1 , 14];*
5;[5, 9];[1 , 14];*
6;[5, 9];[1 , 14];*
7;[5, 9];[1 , 14];*
8;[5, 9];[1 , 14];*
9;[5, 9];[1 , 14];*
10;[10, 14];[1 , 14];*
11;[10, 14];[1 , 14];*
12;[10, 14];[1 , 14];*
13;[10, 14];[1 , 14];*
14;[10, 14];[1 , 14];*
15;[15, 24];[15, 986];*
16;[15, 24];[15, 986];*
17;[15, 24];[15, 986];*
18;[15, 24];[15, 986];*
19;[15, 24];[15, 986];*
20;[15, 24];[15, 986];*
21;[15, 24];[15, 986];*
22;[15, 24];[15, 986];*
23;[15, 24];[15, 986];*
24;[15, 24];[15, 986];*
25;[25, 986];[15, 986];*
26;[25, 986];[15, 986];*
27;[25, 986];[15, 986];*
28;[25, 986];[15, 986];*
29;[25, 986];[15, 986];*
30;[25, 986];[15, 986];*
31;[25, 986];[15, 986];*
32;[25, 986];[15, 986];*
33;[25, 986];[15, 986];*
34;[25, 986];[15, 986];*
35;[25, 986];[15, 986];*
36;[25, 986];[15, 986];*
37;[25, 986];[15, 986];*
38;[25, 986];[15, 986];*
39;[25, 986];[15, 986];*
40;[25, 986];[15, 986];*
41;[25, 986];[15, 986];*
42;[25, 986];[15, 986];*
43;[25, 986];[15, 986];*
44;[25, 986];[15, 986];*
45;[25, 986];[15, 986];*
46;[25, 986];[15, 986];*
47;[25, 986];[15, 986];*
48;[25, 986];[15, 986];*
49;[25, 986];[15, 986];*
50;[25, 986];[15, 986];*
51;[25, 986];[15, 986];*
52;[25, 986];[15, 986];*
53;[25, 986];[15, 986];*
54;[25, 986];[15, 986];*
55;[25, 986];[15, 986];*
56;[25, 986];[15, 986];*
57;[25, 986];[15, 986];*
58;[25, 986];[15, 986];*
59;[25, 986];[15, 986];*
60;[25, 986];[15, 986];*
61;[25, 986];[15, 986];*
62;[25, 986];[15, 986];*
63;[25, 986];[15, 986];*
64;[25, 986];[15, 986];*
65;[25, 986];[15, 986];*
66;[25, 986];[15, 986];*
67;[25, 986];[15, 986];*
68;[25, 986];[15, 986];*
69;[25, 986];[15, 986];*
70;[25, 986];[15, 986];*
71;[25, 986];[15, 986];*
72;[25, 986];[15, 986];*
73;[25, 986];[15, 986];*
74;[25, 986];[15, 986];*
75;[25, 986];[15, 986];*
76;[25, 986];[15, 986];*
77;[25, 986];[15, 986];*
78;[25, 986];[15, 986];*
79;[25, 986];[15, 986];*
81;[25, 986];[15, 986];*
83;[25, 986];[15, 986];*
84;[25, 986];[15, 986];*
86;[25, 986];[15, 986];*
87;[25, 986];[15, 986];*
88;[25, 986];[15, 986];*
90;[25, 986];[15, 986];*
91;[25, 986];[15, 986];*
92;[25, 986];[15, 986];*
93;[25, 986];[15, 986];*
95;[25, 986];[15, 986];*
96;[25, 986];[15, 986];*
97;[25, 986];[15, 986];*
98;[25, 986];[15, 986];*
99;[25, 986];[15, 986];*
100;[25, 986];[15, 986];*
101;[25, 986];[15, 986];*
102;[25, 986];[15, 986];*
103;[25, 986];[15, 986];*
104;[25, 986];[15, 986];*
105;[25, 986];[15, 986];*
107;[25, 986];[15, 986];*
109;[25, 986];[15, 986];*
110;[25, 986];[15, 986];*
111;[25, 986];[15, 986];*
112;[25, 986];[15, 986];*
113;[25, 986];[15, 986];*
114;[25, 986];[15, 986];*
115;[25, 986];[15, 986];*
118;[25, 986];[15, 986];*
119;[25, 986];[15, 986];*
120;[25, 986];[15, 986];*
125;[25, 986];[15, 986];*
126;[25, 986];[15, 986];*
128;[25, 986];[15, 986];*
130;[25, 986];[15, 986];*
131;[25, 986];[15, 986];*
133;[25, 986];[15, 986];*
136;[25, 986];[15, 986];*
137;[25, 986];[15, 986];*
141;[25, 986];[15, 986];*
148;[25, 986];[15, 986];*
150;[25, 986];[15, 986];*
152;[25, 986];[15, 986];*
153;[25, 986];[15, 986];*
154;[25, 986];[15, 986];*
162;[25, 986];[15, 986];*
163;[25, 986];[15, 986];*
168;[25, 986];[15, 986];*
184;[25, 986];[15, 986];*
188;[25, 986];[15, 986];*
196;[25, 986];[15, 986];*
198;[25, 986];[15, 986];*
210;[25, 986];[15, 986];*
212;[25, 986];[15, 986];*
217;[25, 986];[15, 986];*
223;[25, 986];[15, 986];*
232;[25, 986];[15, 986];*
235;[25, 986];[15, 986];*
318;[25, 986];[15, 986];*
337;[25, 986];[15, 986];*
347;[25, 986];[15, 986];*
402;[25, 986];[15, 986];*
532;[25, 986];[15, 986];*
579;[25, 986];[15, 986];*
986;[25, 986];[15, 986];*
